,ICD_code,diagnosis
3361,G940,Hydrocephalus ved infeksjonssykdom eller parasittsykdom klassifisert annet sted
3362,G941,Hydrocephalus ved neoplastisk sykdom
3363,G942,Hydrocephalus ved annen sykdom klassifisert annet sted
3364,G943,Encefalopati ved sykdom klassifisert annet sted
3365,G948,Annen spesifisert hjernelidelse ved sykdom klassifisert annet sted
3366,G950,Syringomyeli eller syringobulbi
3367,G951,Vaskulær myelopati
3368,G952,Uspesifisert ryggmargskompresjon
3369,G958,Annen spesifisert ryggmargssykdom
3370,G959,Uspesifisert ryggmargssykdom
3371,G960,Lekkasje av cerebrospinalvæske
3372,G961,"Lidelse i hjernehinner, ikke klassifisert annet sted"
3373,G968,Annen spesifisert lidelse i sentralnervesystemet
3374,G969,Uspesifisert lidelse i sentralnervesystemet
3375,G970,Lekkasje av cerebrospinalvæske etter spinalpunksjon
3376,G971,Annen reaksjon på spinalpunksjon eller lumbalpunksjon
3377,G972,Intrakraniell hypotensjon etter ventrikkelshunting
3378,G978,Annen spesifisert lidelse i nervesystemet etter kirurgiske eller medisinske prosedyrer
3379,G979,Uspesifisert lidelse i nervesystemet etter kirurgiske eller medisinske prosedyrer
3380,G98,"Annen lidelse i nervesystemet, ikke klassifisert annet sted"
3381,G990,Autonom nevropati ved endokrin eller metabolsk sykdom
3382,G991,Annen lidelse i det autonome nervesystemet ved annen sykdom klassifisert annet sted
3383,G992,Myelopati ved sykdom klassifisert annet sted
3384,G998,Annen spesifisert lidelse i nervesystemet ved sykdom klassifisert annet sted
3385,H000,Hordeolum eller annen dyp betennelse i øyelokk
3386,H001,Chalazion
3387,H010,Blefaritt
3388,H011,Ikke-infeksiøs øyelokkdermatose
3389,H018,Annen spesifisert betennelse i øyelokk
3390,H019,Uspesifisert betennelse i øyelokk
3391,H020,Entropion eller trikiasis av øyelokk
3392,H021,Ektropion av øyelokk
3393,H022,Lagoftalmus
3394,H023,Løs hud på øyelokk
3395,H024,Ptose av øyelokk
3396,H025,Annen tilstand som påvirker øyelokkfunksjonen
3397,H026,Xantelasme på øyelokk
3398,H027,Annen degenerativ tilstand i øyelokk med omgivelser
3399,H028,Annen spesifisert tilstand i øyelokk
3400,H029,Uspesifisert tilstand i øyelokk
3401,H030,Parasittinfestasjon i øyelokk ved sykdom klassifisert annet sted
3402,H031,Affeksjon av øyelokk ved annen infeksjonssykdom klassifisert annet sted
3403,H038,Affeksjon av øyelokk ved annen sykdom klassifisert annet sted
3404,H040,Tårekjertelbetennelse
3405,H041,Annen sykdom i tårekjertel
3406,H042,Tåreflod
3407,H043,Akutt og uspesifisert betennelse i tåreveier
3408,H044,Kronisk betennelse i tåreveier
3409,H045,Stenose eller insuffisiens i tåreveier
3410,H046,Annen forandring i tåreveier
3411,H048,Annen spesifisert sykdom i tåreapparat
3412,H049,Uspesifisert sykdom i tåreapparat
3413,H050,Akutt betennelse i øyehule
3414,H051,Kronisk betennelse i øyehule
3415,H052,Tilstand i øyehule med eksoftalmus
3416,H053,Deformitet i øyehule
3417,H054,Enoftalmus
3418,H055,Retinert fremmedlegeme etter penetrerende sår i øyehule
3419,H058,Annen spesifisert tilstand i øyehule
3420,H059,Uspesifisert tilstand i øyehule
3421,H060,Lidelse i tåreapparat ved sykdom klassifisert annet sted
3422,H061,Parasittinfestasjon i øyehule ved sykdom klassifisert annet sted
3423,H062,Endokrin eksoftalmus
3424,H063,Annen lidelse i øyehule ved sykdom klassifisert annet sted
3425,H100,Mukopurulent konjunktivitt
3426,H101,Allergisk konjunktivitt
3427,H102,Annen akutt konjunktivitt
3428,H103,Uspesifisert akutt konjunktivitt
3429,H104,Kronisk konjunktivitt
3430,H105,Blefarokonjunktivitt
3431,H108,Annen spesifisert konjunktivitt
3432,H109,Uspesifisert konjunktivitt
3433,H110,Pterygium
3434,H111,Degenerasjon eller avleiring i conjunctiva
3435,H112,Arr i conjunctiva
3436,H113,Blødning i conjunctiva
3437,H114,Andre vaskulære forandringer eller cyster i conjunctiva
3438,H118,Annen spesifisert sykdom i conjunctiva
3439,H119,Uspesifisert sykdom i conjunctiva
3440,H130,Filariainfeksjon i conjunctiva
3441,H131,Konjunktivitt ved infeksjonssykdom eller parasittsykdom klassifisert annet sted
3442,H132,Konjunktivitt ved annen sykdom klassifisert annet sted
3443,H133,Okulær pemfigoid
3444,H138,Annen lidelse i conjunctiva ved sykdom klassifisert annet sted
3445,H150,Skleritt
3446,H151,Episkleritt
3447,H158,Annen spesifisert sykdom i senehinne
3448,H159,Uspesifisert sykdom i senehinne
3449,H160,Ulcus i hornhinne
3450,H161,Annen overfladisk keratitt uten konjunktivitt
3451,H162,Keratokonjunktivitt
3452,H163,Interstitiell eller dyp keratitt
3453,H164,Karnydannelse i hornhinne
3454,H168,Annen spesifisert keratitt
3455,H169,Uspesifisert keratitt
3456,H170,Adherent leukom
3457,H171,Annen sentral hornhinnefordunkling
3458,H178,Annet spesifisert hornhinnearr eller hornhinnefordunkling
3459,H179,Uspesifisert hornhinnearr eller hornhinnefordunkling
3460,H180,Pigmenteringer eller avleiringer i hornhinne
3461,H181,Bulløs keratopati
3462,H182,Annet hornhinneødem
3463,H183,Forandringer i hornhinnemembran
3464,H184,Degenerasjoner i hornhinne
3465,H185,Arvelig hornhinnedystrofi
3466,H186,Keratokonus
3467,H187,Annen deformitet i hornhinne
3468,H188,Annen spesifisert tilstand i hornhinne
3469,H189,Uspesifisert tilstand i hornhinne
3470,H190,Skleritt eller episkleritt ved sykdom klassifisert annet sted
3471,H191,Herpeskeratitt eller herpeskeratokonjunktivitt
3472,H192,Keratitt eller keratokonjunktivitt ved annen infeksjonssykdom eller parasittsykdom klassifisert annet sted
3473,H193,Keratitt eller keratokonjunktivitt ved annen sykdom klassifisert annet sted
3474,H198,Annen spesifisert lidelse i senehinne eller hornhinne ved sykdom klassifisert annet sted
3475,H200,Akutt eller subakutt iridosyklitt
3476,H201,Kronisk iridosyklitt
3477,H202,Fakoanafylaktisk iridosyklitt
3478,H208,Annen spesifisert iridosyklitt
3479,H209,Uspesifisert iridosyklitt
3480,H210,Hyphema
3481,H211,Andre karforandringer i regnbuehinne eller strålelegeme
3482,H212,Degenerasjon i regnbuehinne eller strålelegeme
3483,H213,"Cyste i regnbuehinne, strålelegeme eller forkammer"
3484,H214,Pupillemembran
3485,H215,Annen sammenvoksing eller rift i regnbuehinne eller strålelegeme
3486,H218,Annen spesifisert tilstand i regnbuehinne eller strålelegeme
3487,H219,Uspesifisert tilstand i regnbuehinne eller strålelegeme
3488,H220,Iridosyklitt ved infeksjonssykdom eller parasittsykdom klassifisert annet sted
3489,H221,Iridosyklitt ved annen sykdom klassifisert annet sted
3490,H228,Annen lidelse i regnbuehinne eller strålelegeme ved sykdom klassifisert annet sted
3491,H250,Begynnende aldersbetinget grå stær
3492,H251,Kjernestær hos eldre
3493,H252,Aldersbetinget grå stær av Morgagni-type
3494,H258,Annen spesifisert aldersbetinget grå stær
3495,H259,Uspesifisert aldersbetinget grå stær
3496,H260,"Infantil, juvenil eller presenil katarakt"
3497,H261,Traumatisk katarakt
3498,H262,Komplisert katarakt
3499,H263,Legemiddelutløst katarakt
3500,H264,Etterstær
3501,H268,Annen spesifisert grå stær
3502,H269,Uspesifisert grå stær
3503,H270,Afaki
3504,H271,Linsedislokasjon
3505,H278,Annen spesifisert tilstand i linse
3506,H279,Uspesifisert tilstand i linse
3507,H280,Grå stær ved diabetes mellitus
3508,H281,"Grå stær ved annen endokrin sykdom, ernæringssykdom eller metabolsk forstyrrelse"
3509,H282,Grå stær ved annen sykdom klassifisert annet sted
3510,H288,Annen tilstand i linse ved sykdom klassifisert annet sted
3511,H300,Fokal chorioretinal betennelse
3512,H301,Disseminert chorioretinal betennelse
3513,H302,Bakre syklitt
3514,H308,Annen spesifisert chorioretinal betennelse
3515,H309,Uspesifisert chorioretinitt
3516,H310,Chorioretinale arr
3517,H311,Chorioidal degenerasjon
3518,H312,Arvelig chorioidaldystrofi
3519,H313,Chorioidalblødning eller -ruptur
3520,H314,Chorioidalløsning
3521,H318,Annen spesifisert sykdom i årehinne
3522,H319,Uspesifisert sykdom i årehinne
3523,H320,Chorioretinal betennelse ved infeksjonssykdom eller parasittsykdom klassifisert annet sted
3524,H328,Annen spesifisert chorioretinal sykdom ved sykdom klassifisert annet sted
3525,H330,Netthinneløsning med netthinnerift
3526,H331,Retinoskise eller cyste i netthinne
3527,H332,Serøs netthinneløsning
3528,H333,Netthinnerift uten løsning
3529,H334,Netthinneløsning fremkalt av traksjon
3530,H335,Annen form for netthinneløsning
3531,H340,Forbigående arterieokklusjon i netthinne
3532,H341,Sentralarterieokklusjon i netthinne
3533,H342,Annen arterieokklusjon i netthinne
3534,H348,Annen spesifisert karokklusjon i netthinne
3535,H349,Uspesifisert karokklusjon i netthinne
3536,H350,Bakgrunnsretinopati og karforandringer i netthinne
3537,H351,Retinopati hos prematur
3538,H3511,Retinopati hos prematur grad I
3539,H3512,Retinopati hos prematur grad II
3540,H3513,Retinopati hos prematur grad III
3541,H3514,Retinopati hos prematur grad IV
3542,H3515,Retinopati hos prematur grad V
3543,H352,Annen proliferativ retinopati
3544,H353,Degenerasjon av makula eller bakre pol
3545,H354,Perifer netthinnedegenerasjon
3546,H355,Arvelig netthinnedystrofi
3547,H356,Netthinneblødning
3548,H357,Atskillelse av netthinnens lag
3549,H358,Annen spesifisert sykdom i netthinne
3550,H359,Uspesifisert sykdom i netthinne
3551,H360,Diabetisk retinopati
3552,H368,Annen sykdom i netthinne ved sykdom klassifisert annet sted
3553,H400,Mistenkt glaukom
3554,H401,Primært glaukom med åpen forkammervinkel
3555,H402,Primært glaukom med trang forkammervinkel
3556,H403,Glaukom etter øyeskade
3557,H404,Glaukom etter øyebetennelse
3558,H405,Glaukom etter annen øyelidelse
3559,H406,Glaukom etter legemiddelbruk
3560,H408,Annen spesifisert form for glaukom
3561,H409,Uspesifisert glaukom
3562,H420,"Glaukom ved endokrin sykdom, ernæringssykdom eller metabolsk forstyrrelse"
3563,H428,Glaukom ved annen sykdom klassifisert annet sted
3564,H430,Korpusprolaps
3565,H431,Korpusblødning
3566,H432,Krystallinavleiringer i glasslegeme
3567,H433,Annen glasslegemefordunkling
3568,H438,Annen spesifisert forandring i glasslegeme
3569,H439,Uspesifisert forandring i glasslegeme
3570,H440,Purulent endoftalmitt
3571,H441,Annen endoftalmitt
3572,H442,Degenerativ nærsynthet
3573,H443,Annen degenerativ lidelse i øyeeple
3574,H444,Hypotoni i øye
3575,H445,Degenerativ tilstand i øyeeple
3576,H446,Retinert magnetisk fremmedlegeme i øye
3577,H447,"Retinert, ikke-magnetisk eller uidentifisert fremmedlegeme i øye"
3578,H448,Annen spesifisert sykdom i øyeeple
3579,H449,Uspesifisert sykdom i øyeeple
3580,H450,Korpusblødning ved sykdom klassifisert annet sted
3581,H451,Endoftalmitt ved sykdom klassifisert annet sted
3582,H458,Annen lidelse i glasslegeme eller øyeeple ved sykdom klassifisert annet sted
3583,H46,Synsnervebetennelse
3584,H470,"Forandringer i nervus opticus, ikke klassifisert annet sted"
3585,H471,Uspesifisert papilleødem
3586,H472,Synsnerveatrofi
3587,H473,Annen forandring på synsnervepapille
3588,H474,Sykdom i chiasma opticum
3589,H475,Sykdom i annen del av synsbaner
3590,H476,Sykdom i synsbark
3591,H477,Uspesifisert sykdom i synsbaner
3592,H480,Synsnerveatrofi ved sykdom klassifisert annet sted
3593,H481,Retrobulbær nevritt ved sykdom klassifisert annet sted
3594,H488,Annen lidelse i nervus opticus eller synsbaner ved sykdom klassifisert annet sted
3595,H490,Lammelse av nervus oculomotorius [3. hjernenerve]
3596,H491,Lammelse av nervus trochlearis [4. hjernenerve]
3597,H492,Lammelse av nervus abducens [6. hjernenerve]
3598,H493,Total oftalmoplegi
3599,H494,Progressiv ytre oftalmoplegi
3600,H498,Annen spesifisert paralytisk strabisme
3601,H499,Uspesifisert paralytisk strabisme
3602,H500,Konvergent konkomiterende skjeling
3603,H501,Divergent konkomiterende skjeling
3604,H502,Vertikal konkomiterende skjeling
3605,H503,Intermitterende heterotropi
3606,H504,Annen eller uspesifisert heterotropi
3607,H505,Heterofori
3608,H506,Skjeling av mekanisk årsak
3609,H508,Annen spesifisert skjeling
3610,H509,Uspesifisert skjeling
3611,H510,Konjugert blikkparese
3612,H511,Konvergensinsuffisiens eller konvergenseksess
3613,H512,Internukleær oftalmoplegi
3614,H518,Annen spesifisert forstyrrelse i binokulærfunksjon
3615,H519,Uspesifisert forstyrrelse i binokulærfunksjon
3616,H520,Langsynthet
3617,H521,Nærsynthet
3618,H522,Astigmatisme
3619,H523,Anisometropi eller aniseikoni
3620,H524,Presbyopi
3621,H525,Akkommodasjonsforstyrrelse
3622,H526,Annen brytningsforstyrrelse
3623,H527,Uspesifisert brytningsforstyrrelse
3624,H530,Amblyopi på grunn av manglende bruk eller suppresjon
3625,H531,Subjektiv synsforstyrrelse
3626,H532,Dobbeltsyn
3627,H533,Annen forstyrrelse i samsyn
3628,H534,Synsfeltsdefekter
3629,H535,Fargeblindhet
3630,H536,Nattblindhet
3631,H538,Annen spesifisert synsforstyrrelse
3632,H539,Uspesifisert synsforstyrrelse
3633,H540,Blindhet i begge øyne
3634,H541,Alvorlig svekket syn i begge øyne
3635,H542,Moderat svekket syn i begge øyne
3636,H543,Mild eller ingen synssvekkelse i begge øyne
3637,H544,Blindhet i ett øye
3638,H545,Alvorlig svekket syn i ett øye
3639,H546,Moderat svekket syn i ett øye
3640,H549,Uspesifisert svekket syn i begge øyne
3641,H55,Nystagmus eller andre irregulære øyebevegelser
3642,H570,Anomali i pupillefunksjon
3643,H571,Øyesmerter
3644,H578,Annen spesifisert sykdom i øyet eller øyets omgivelser
3645,H579,Uspesifisert sykdom i øyet eller øyets omgivelser
3646,H580,Anomali i pupillefunksjon ved sykdom klassifisert annet sted
3647,H581,Synsforstyrrelse ved sykdom klassifisert annet sted
3648,H588,Annen spesifisert tilstand i øyet eller øyets omgivelser ved sykdom klassifisert annet sted
3649,H590,Korpusforandringer etter operasjon for grå stær
3650,H598,Annen spesifisert forandring i øyet eller dets omgivelser etter kirurgiske eller medisinske prosedyrer
3651,H599,Uspesifisert forandring i øyet eller dets omgivelser etter kirurgiske eller medisinske prosedyrer
3652,H600,Abscess i ytre øre
3653,H601,Cellulitt i ytre øre
3654,H602,Ondartet betennelse i ytre øre
3655,H603,Annen infeksiøs betennelse i ytre øre
3656,H604,Kolesteatom i ytre øre
3657,H605,Ikke-infeksiøs akutt betennelse i ytre øre
3658,H608,Annen spesifisert betennelse i ytre øre
3659,H609,Uspesifisert betennelse i ytre øre
3660,H610,Perikondritt i ytre øre
3661,H611,Ikke-infeksiøs sykdom i aurikkel
3662,H612,Vokspropp
3663,H613,Ervervet stenose i ytre øregang
3664,H618,Annen spesifisert sykdom i ytre øre
3665,H619,Uspesifisert sykdom i ytre øre
3666,H620,Betennelse i ytre øre ved bakteriesykdom klassifisert annet sted
3667,H621,Betennelse i ytre øre ved virussykdom klassifisert annet sted
3668,H622,Betennelse i ytre øre ved soppsykdom
3669,H623,Betennelse i ytre øre ved annen infeksjonssykdom eller parasittsykdom klassifisert annet sted
3670,H624,Betennelse i ytre øre ved annen sykdom klassifisert annet sted
3671,H628,Annen sykdom i ytre øre ved sykdom klassifisert annet sted
3672,H650,Akutt serøs mellomørebetennelse
3673,H651,Annen akutt ikke-purulent mellomørebetennelse
3674,H652,Kronisk serøs mellomørebetennelse
3675,H653,Kronisk mukoid mellomørebetennelse
3676,H654,Annen kronisk ikke-purulent mellomørebetennelse
3677,H659,Uspesifisert ikke-purulent mellomørebetennelse
3678,H660,Akutt purulent mellomørebetennelse
3679,H661,Kronisk tubotympanal purulent mellomørebetennelse
3680,H662,Kronisk attikoantral purulent mellomørebetennelse
3681,H663,Annen kronisk purulent mellomørebetennelse
3682,H664,Uspesifisert purulent mellomørebetennelse
3683,H669,Uspesifisert mellomørebetennelse
3684,H670,Mellomørebetennelse ved bakteriesykdom klassifisert annet sted
3685,H671,Mellomørebetennelse ved virussykdom klassifisert annet sted
3686,H678,Mellomørebetennelse ved annen sykdom klassifisert annet sted
3687,H680,Betennelse i tuba auditiva
3688,H681,Obstruksjon av tuba auditiva
3689,H690,Åpenstående tuba auditiva
3690,H698,Annen spesifisert sykdom i tuba auditiva
3691,H699,Uspesifisert sykdom i tuba auditiva
3692,H700,Akutt mastoiditt
3693,H701,Kronisk mastoiditt
3694,H702,Petrositt
3695,H708,Annen spesifisert mastoiditt eller beslektet tilstand
3696,H709,Uspesifisert mastoiditt
3697,H71,Kolesteatom i mellomøre
3698,H720,Sentral perforasjon i trommehinne
3699,H721,Øvre perforasjon i trommehinne
3700,H722,Annen marginal perforasjon i trommehinne
3701,H728,Annen spesifisert perforasjon i trommehinne
3702,H729,Uspesifisert perforasjon i trommehinne
3703,H730,Akutt myringitt
3704,H731,Kronisk myringitt
3705,H738,Annen spesifisert lidelse i trommehinne
3706,H739,Uspesifisert lidelse i trommehinne
3707,H740,Tympanosklerose
3708,H741,Mellomøresykdom med adhesjoner
3709,H742,Diskontinuitet eller luksasjon av øreknokler
3710,H743,Annen ervervet abnormitet i øreknokler
3711,H744,Polypp i mellomøre
3712,H748,Annen spesifisert lidelse i mellomøre eller ørebensknute
3713,H749,Uspesifisert lidelse i mellomøre eller ørebensknute
3714,H750,Mastoiditt ved infeksjonssykdom eller parasittsykdom klassifisert annet sted
3715,H758,Annen spesifisert lidelse i mellomøre eller ørebensknute ved sykdom klassifisert annet sted
3716,H800,Ikke-tilstoppende otosklerose som omfatter det ovale vindu
3717,H801,Tilstoppende otosklerose som omfatter det ovale vindu
3718,H802,Kokleær otosklerose
3719,H808,Annen spesifisert otosklerose
3720,H809,Uspesifisert otosklerose
3721,H810,Ménières sykdom
3722,H811,Godartet paroksysmal vertigo
3723,H812,Vestibularisnevritt
3724,H813,Annen perifer vertigo
3725,H814,Vertigo med sentral opprinnelse
3726,H818,Annen spesifisert forstyrrelse i vestibularisfunksjonen
3727,H819,Uspesifisert forstyrrelse i vestibularisfunksjonen
3728,H82,Svimmelhetssyndrom ved sykdom klassifisert annet sted
3729,H830,Labyrintitt
3730,H831,Labyrintfistel
3731,H832,Labyrintdysfunksjon
3732,H833,Virkninger av støy på indre øre
3733,H838,Annen spesifisert sykdom i indre øre
3734,H839,Uspesifisert sykdom i indre øre
3735,H900,Bilateralt mekanisk hørselstap
3736,H901,Unilateralt mekanisk hørselstap uten nedsatt hørsel på motsatt side
3737,H902,Uspesifisert mekanisk hørselstap
3738,H903,Bilateralt nevrogent hørselstap
3739,H904,Unilateralt nevrogent hørselstap uten nedsatt hørsel på motsatt side
